Trades,SubTotal,,Stocks,USD,LEVB (Bought),,,263,3.7954,,-998.1902,-1.315,999.5052,0,-19.8302,
Trades,Data,Order,Stocks,USD,LEVB,"2018-11-23, 11:47:32",-,-263,3.85,4,1012.55,-1.35946015,-999.5052,11.68534,-39.45,C;P
Trades,Data,Trade,Stocks,USD,LEVB,"2018-11-23, 11:47:32",DRCTEDGE,-79,3.85,4,304.15,-1.01335495,-300.2316,2.905045,-11.85,C;P
Trades,Data,ClosedLot,Stocks,USD,LEVB,2018-11-19,,79,3.8004,,,,300.2316,2.905045,,ST
Trades,Data,Trade,Stocks,USD,LEVB,"2018-11-23, 11:47:32",DRCTEDGE,-184,3.85,4,708.4,-0.3461052,-699.2736,8.780295,-27.6,C;P
Trades,Data,ClosedLot,Stocks,USD,LEVB,2018-11-19,,184,3.8004,,,,699.2736,8.780295,,ST
Trades,SubTotal,,Stocks,USD,LEVB (Sold),,,-263,3.85,,1012.55,-1.35946015,-999.5052,11.68534,-39.45,
Trades,SubTotal,,Stocks,USD,LEVB,,,0,,,14.3598,-2.67446015,0,11.68534,-59.2802,
Trades,Data,Order,Stocks,USD,LQDA,"2018-11-13, 12:52:27",-,103,19.35,19.32,-1993.05,-1,1994.05,0,-3.09,O;P
Trades,Data,Trade,Stocks,USD,LQDA,"2018-11-13, 12:52:27",ISLAND,10,19.35,19.32,-193.5,-1,194.5,0,-0.3,O;P
Trades,Data,Trade,Stocks,USD,LQDA,"2018-11-13, 12:52:41",BATS,93,19.35,19.32,-1799.55,0,1799.55,0,-2.79,O;P
Trades,SubTotal,,Stocks,USD,LQDA (Bought),,,103,19.35,,-1993.05,-1,1994.05,0,-3.09,
Trades,Data,Order,Stocks,USD,LQDA,"2018-11-19, 10:35:40",-,-103,21.760666019,21.61,2241.3486,-1.041394532,-1994.05,246.257205,15.5186,C;P
Trades,Data,Trade,Stocks,USD,LQDA,"2018-11-19, 10:35:40",ISLAND,-100,21.78,21.61,2178,-1.040214,-1936,240.959786,17,C;P
Trades,Data,ClosedLot,Stocks,USD,LQDA,2018-11-13,,100,19.36,,,,1936,240.959786,,ST
Trades,Data,Trade,Stocks,USD,LQDA,"2018-11-19, 10:35:50",IBKRATS,-3,21.1162,21.61,63.3486,-0.001180532,-58.05,5.297419,-1.4814,C;P
Trades,Data,ClosedLot,Stocks,USD,LQDA,2018-11-13,,3,19.35,,,,58.05,5.297419,,ST
Trades,SubTotal,,Stocks,USD,LQDA (Sold),,,-103,21.760666019,,2241.3486,-1.041394532,-1994.05,246.257205,15.5186,
Trades,SubTotal,,Stocks,USD,LQDA,,,0,,,248.2986,-2.041394532,0,246.257205,12.4286,
Trades,Data,Order,Stocks,USD,MBIO,"2018-11-26, 12:02:03",-,259,3.85,3.74,-997.15,-1.295,998.445,0,-28.49,O
Trades,Data,Trade,Stocks,USD,MBIO,"2018-11-26, 12:02:03",ISLAND,259,3.85,3.74,-997.15,-1.295,998.445,0,-28.49,O
Trades,SubTotal,,Stocks,USD,MBIO (Bought),,,259,3.85,,-997.15,-1.295,998.445,0,-28.49,
Trades,Data,Order,Stocks,USD,MGEN,"2018-11-26, 10:18:48",-,294,3.4,3.37,-999.6,-1.47,1001.07,0,-8.82,O;P
Trades,Data,Trade,Stocks,USD,MGEN,"2018-11-26, 10:18:48",ISLAND,100,3.4,3.37,-340,-1,341,0,-3,O;P
Trades,Data,Trade,Stocks,USD,MGEN,"2018-11-26, 10:19:57",ISLAND,22,3.4,3.37,-74.8,0,74.8,0,-0.66,O;P
Trades,Data,Trade,Stocks,USD,MGEN,"2018-11-26, 10:20:57",ISLAND,70,3.4,3.37,-238,0,238,0,-2.1,O;P
Trades,Data,Trade,Stocks,USD,MGEN,"2018-11-26, 10:20:57",ISLAND,102,3.4,3.37,-346.8,-0.47,347.27,0,-3.06,O;P
Trades,SubTotal,,Stocks,USD,MGEN (Bought),,,294,3.4,,-999.6,-1.47,1001.07,0,-8.82,
Trades,Data,Order,Stocks,USD,MGTA,"2018-11-13, 12:48:38",-,264,7.55,6.87,-1993.2,-1.32,1994.52,0,-179.52,O
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-13, 12:48:38",ISLAND,264,7.55,6.87,-1993.2,-1.32,1994.52,0,-179.52,O
Trades,Data,Order,Stocks,USD,MGTA,"2018-11-26, 09:52:05",-,115,8.65,8.84,-994.75,-1,995.75,0,21.85,O
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-26, 09:52:05",ISLAND,115,8.65,8.84,-994.75,-1,995.75,0,21.85,O
Trades,SubTotal,,Stocks,USD,MGTA (Bought),,,379,7.883773087,,-2987.95,-2.32,2990.27,0,-157.67,
Trades,Data,Order,Stocks,USD,MGTA,"2018-11-19, 15:53:48",-,-264,7.65,7.65,2019.6,-1.3776708,-1994.52,23.702329,0,C;P
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-19, 15:53:48",ISLAND,-18,7.65,7.65,137.7,-1.0039321,-135.99,0.706068,-0,C;P
Trades,Data,ClosedLot,Stocks,USD,MGTA,2018-11-13,,18,7.555,,,,135.99,0.706068,,ST
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-19, 15:54:04",ISLAND,-246,7.65,7.65,1881.9,-0.3737387,-1858.53,22.996261,0,C;P
Trades,Data,ClosedLot,Stocks,USD,MGTA,2018-11-13,,246,7.555,,,,1858.53,22.996261,,ST
Trades,SubTotal,,Stocks,USD,MGTA (Sold),,,-264,7.65,,2019.6,-1.3776708,-1994.52,23.702329,0,
Trades,SubTotal,,Stocks,USD,MGTA,,,115,,,-968.35,-3.6976708,995.75,23.702329,-157.67,
Trades,Data,Order,Stocks,USD,MOTS,"2018-11-20, 12:56:16",-,100,3.15,3.05,-315,-1,316,0,-10,O
Trades,Data,Trade,Stocks,USD,MOTS,"2018-11-20, 12:56:16",ISLAND,100,3.15,3.05,-315,-1,316,0,-10,O
Trades,SubTotal,,Stocks,USD,MOTS (Bought),,,100,3.15,,-315,-1,316,0,-10,
Trades,Data,Order,Stocks,USD,MOTS,"2018-11-23, 09:39:13",-,-100,3.2,3.39,320,-1.01606,-316,2.98394,-19,C
Trades,Data,Trade,Stocks,USD,MOTS,"2018-11-23, 09:39:13",ISLAND,-100,3.2,3.39,320,-1.01606,-316,2.98394,-19,C
Trades,Data,ClosedLot,Stocks,USD,MOTS,2018-11-20,,100,3.16,,,,316,2.98394,,ST
Trades,SubTotal,,Stocks,USD,MOTS (Sold),,,-100,3.2,,320,-1.01606,-316,2.98394,-19,
Trades,SubTotal,,Stocks,USD,MOTS,,,0,,,5,-2.01606,0,2.98394,-29,
Trades,Data,Order,Stocks,USD,RKDA,"2018-11-23, 12:55:35",-,46,4.2,4.27,-193.2,-1,194.2,0,3.22,O
Trades,Data,Trade,Stocks,USD,RKDA,"2018-11-23, 12:55:35",ISLAND,46,4.2,4.27,-193.2,-1,194.2,0,3.22,O
Trades,SubTotal,,Stocks,USD,RKDA (Bought),,,46,4.2,,-193.2,-1,194.2,0,3.22,
Trades,Data,Order,Stocks,USD,RMED,"2018-11-26, 10:32:21",-,124,8.05,8.1,-998.2,-1,999.2,0,6.2,O
Trades,Data,Trade,Stocks,USD,RMED,"2018-11-26, 10:32:21",NYSE,124,8.05,8.1,-998.2,-1,999.2,0,6.2,O
Trades,SubTotal,,Stocks,USD,RMED (Bought),,,124,8.05,,-998.2,-1,999.2,0,6.2,
Trades,Data,Order,Stocks,USD,ROSE,"2018-11-23, 12:54:58",-,246,4.05,3.99,-996.3,-1.23,997.53,0,-14.76,O
Trades,Data,Trade,Stocks,USD,ROSE,"2018-11-23, 12:54:58",ISLAND,246,4.05,3.99,-996.3,-1.23,997.53,0,-14.76,O
Trades,SubTotal,,Stocks,USD,ROSE (Bought),,,246,4.05,,-996.3,-1.23,997.53,0,-14.76,
Trades,Data,Order,Stocks,USD,SBT,"2018-11-26, 09:49:38",-,47,8.9,8.7,-418.3,-1,419.3,0,-9.4,O
Trades,Data,Trade,Stocks,USD,SBT,"2018-11-26, 09:49:38",ISLAND,47,8.9,8.7,-418.3,-1,419.3,0,-9.4,O
Trades,SubTotal,,Stocks,USD,SBT (Bought),,,47,8.9,,-418.3,-1,419.3,0,-9.4,
Trades,Data,Order,Stocks,USD,SIC,"2018-11-13, 12:46:32",-,232,8.595,8.595,-1994.04,-1.16,1995.2,0,0,O
Trades,Data,Trade,Stocks,USD,SIC,"2018-11-13, 12:46:32",ISLAND,232,8.595,8.595,-1994.04,-1.16,1995.2,0,0,O
Trades,SubTotal,,Stocks,USD,SIC (Bought),,,232,8.595,,-1994.04,-1.16,1995.2,0,0,
Trades,Data,Order,Stocks,USD,SIC,"2018-11-23, 12:55:02",-,-98,8.7,8.69,852.6,-1.0227458,-842.8,8.777254,0.98,C
Trades,Data,Trade,Stocks,USD,SIC,"2018-11-23, 12:55:02",ISLAND,-98,8.7,8.69,852.6,-1.0227458,-842.8,8.777254,0.98,C
Trades,Data,ClosedLot,Stocks,USD,SIC,2018-11-13,,98,8.6,,,,842.8,8.777254,,ST
Trades,SubTotal,,Stocks,USD,SIC (Sold),,,-98,8.7,,852.6,-1.0227458,-842.8,8.777254,0.98,
Trades,SubTotal,,Stocks,USD,SIC,,,134,,,-1141.44,-2.1827458,1152.4,8.777254,0.98,
Trades,Data,Order,Stocks,USD,STRO,"2018-11-26, 10:04:03",-,93,10.7,10.85,-995.1,-1,996.1,0,13.95,O;P
Trades,Data,Trade,Stocks,USD,STRO,"2018-11-26, 10:04:03",ISLAND,2,10.7,10.85,-21.4,-1,22.4,0,0.3,O;P
Trades,Data,Trade,Stocks,USD,STRO,"2018-11-26, 10:04:03",ISLAND,91,10.7,10.85,-973.7,0,973.7,0,13.65,O;P
Trades,SubTotal,,Stocks,USD,STRO (Bought),,,93,10.7,,-995.1,-1,996.1,0,13.95,
Trades,Data,Order,Stocks,USD,SVVC,"2018-11-20, 13:05:33",-,79,12.6,13.35,-995.4,-1,996.4,0,59.25,O
Trades,Data,Trade,Stocks,USD,SVVC,"2018-11-20, 13:05:33",ISLAND,79,12.6,13.35,-995.4,-1,996.4,0,59.25,O
Trades,SubTotal,,Stocks,USD,SVVC (Bought),,,79,12.6,,-995.4,-1,996.4,0,59.25,
Trades,Data,Order,Stocks,USD,SVVC,"2018-11-23, 09:30:00",-,-79,12.86,12.5594,1015.94,-1.02260822,-996.4,18.517392,23.7474,C
Trades,Data,Trade,Stocks,USD,SVVC,"2018-11-23, 09:30:00",ISLAND,-79,12.86,12.5594,1015.94,-1.02260822,-996.4,18.517392,23.7474,C
Trades,Data,ClosedLot,Stocks,USD,SVVC,2018-11-20,,79,12.612658228,,,,996.4,18.517392,,ST
Trades,SubTotal,,Stocks,USD,SVVC (Sold),,,-79,12.86,,1015.94,-1.02260822,-996.4,18.517392,23.7474,
Trades,SubTotal,,Stocks,USD,SVVC,,,0,,,20.54,-2.02260822,0,18.517392,82.9974,
Trades,Data,Order,Stocks,USD,TBIO,"2018-11-13, 11:04:37",-,90,6.25,6.29,-562.5,-1,563.5,0,3.6,O
Trades,Data,Trade,Stocks,USD,TBIO,"2018-11-13, 11:04:37",ISLAND,90,6.25,6.29,-562.5,-1,563.5,0,3.6,O
Trades,SubTotal,,Stocks,USD,TBIO (Bought),,,90,6.25,,-562.5,-1,563.5,0,3.6,
Trades,Data,Order,Stocks,USD,TBIO,"2018-11-19, 09:30:00",-,-90,6.6,6.84,594,-1.018432,-563.5,29.481568,-21.6,C
Trades,Data,Trade,Stocks,USD,TBIO,"2018-11-19, 09:30:00",ISLAND,-90,6.6,6.84,594,-1.018432,-563.5,29.481568,-21.6,C
Trades,Data,ClosedLot,Stocks,USD,TBIO,2018-11-13,,90,6.261111111,,,,563.5,29.481568,,ST
Trades,SubTotal,,Stocks,USD,TBIO (Sold),,,-90,6.6,,594,-1.018432,-563.5,29.481568,-21.6,
Trades,SubTotal,,Stocks,USD,TBIO,,,0,,,31.5,-2.018432,0,29.481568,-18,
Trades,Data,Order,Stocks,USD,UROV,"2018-11-26, 10:03:38",-,121,8.25,8.3,-998.25,-1,999.25,0,6.05,O;P
Trades,Data,Trade,Stocks,USD,UROV,"2018-11-26, 10:03:38",ISLAND,71,8.25,8.3,-585.75,-1,586.75,0,3.55,O;P
Trades,Data,Trade,Stocks,USD,UROV,"2018-11-26, 10:10:09",ISLAND,50,8.25,8.3,-412.5,0,412.5,0,2.5,O;P
Trades,SubTotal,,Stocks,USD,UROV (Bought),,,121,8.25,,-998.25,-1,999.25,0,6.05,
Trades,Total,,Stocks,USD,,,,,,,-19275.8281,-63.934046147,19100.452647,266.25523,-1000.3011, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm in USD,,,MTM in USD,Code
Trades,Data,Order,Forex,SGD,USD.SGD,"2018-05-03, 02:21:18",-,"64,314",1.33295,0,-85727.3463,-2.00817144,,,-91.240728,
Trades,Data,Trade,Forex,SGD,USD.SGD,"2018-05-03, 02:21:18",IDEALFX,"64,314",1.33295,0,-85727.3463,-2.00817144,,,-91.240728,
Trades,SubTotal,,Forex,SGD,USD.SGD (Bought),,,64314,1.33295,,-85727.3463,-2.00817144,,,-91.240728,
Trades,Total,,Forex,SGD,,,,,,,-85727.3463,-2.00817144,,,-91.240728, 
Trades,Total,,Forex,USD,,,,,,,-64405.240728264,-2.00817144,,,-91.240728, 
"No exercises, assignments or expirations for January 1, 2018 - November 26, 2018"
Forex P/L Details,Header,Asset Category,Currency,Description,Date/Time,FX Currency,Quantity,Proceeds in USD,Basis in USD,Realized P/L in USD,Code
Forex P/L Details,Data,Forex,USD,Net cash activity,"2018-01-03, 18:29:04",SGD,-10.69,8.039842,-7.955605,0.084237,C
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,"2017-12-20, 21:16:31",SGD,-10.69,8.039842,-7.955605,0.084237,
Forex P/L Details,Data,Forex,USD,Net cash activity,"2018-02-05, 19:21:54",SGD,-26.24,19.851872,-19.52807,0.323802,C
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,"2017-12-20, 21:16:31",SGD,-26.24,19.851872,-19.52807,0.323802,
Forex P/L Details,Data,Forex,USD,Net cash activity,"2018-03-06, 19:29:19",SGD,-11.11,8.440489,-8.268173,0.172316,C
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,"2017-12-20, 21:16:31",SGD,-11.11,8.440489,-8.268173,0.172316,
Forex P/L Details,Data,Forex,USD,Net cash activity,2018-05-02,SGD,50000,37412,-37412,0,O
Forex P/L Details,Data,Forex,USD,Net cash activity,2018-05-03,SGD,35732.07,26844.78955,-26844.78955,0,O
Forex P/L Details,Data,Forex,USD,Forex 64314 USD.SGD,"2018-05-03, 02:21:18",SGD,-85730.0193,64314,-64255.2489,58.7511,C
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,2018-05-03,SGD,-35730.0193,26804.385209,-26843.2489,-38.863691,
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,2018-05-02,SGD,-50000,37509.614791,-37412,97.614791,
Forex P/L Details,Data,Forex,USD,Net cash activity,"2018-06-05, 18:37:51",SGD,-2.05,1.535942,-1.540124,-0.004182,C
Forex P/L Details,Data,Forex,USD,Closed Lot: Net cash activity,2018-05-03,SGD,-2.05,1.535942,-1.540124,-0.004182,
Forex P/L Details,Data,Total,,,,,,128608.657695,-128549.330422,59.327273,
Commission Details,Header,Asset Category,Currency,Symbol,Date/Time,Quantity,Commission ,Broker Charges Execution,Broker Charges Clearing,Third-Party Charges Execution,Third-Party Charges Clearing,Third-Party Charges Transaction Fee,Other
Commission Details,Data,Stocks,USD,ACU,"2018-11-02, 13:48:55",37,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ACU,"2018-11-06, 14:57:08",-1,-1.00035235,-1,0,0,0,-0.000352,0
Commission Details,Data,Stocks,USD,ACU,"2018-11-06, 15:33:21",-36,-0.0126846,0,0,0,0,-0.012685,0
Commission Details,Data,Stocks,USD,AEYE,"2018-11-23, 12:36:43",176,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ALNA,"2018-11-02, 15:54:43",80,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ALNA,"2018-11-08, 13:57:49",-80,-1.018256,-1,0,0,0,-0.018256,0
Commission Details,Data,Stocks,USD,ALNA,"2018-11-13, 10:53:21",243,-1.215,-1.215,0,0,0,0,0
Commission Details,Data,Stocks,USD,ALNA,"2018-11-19, 10:36:17",-143,-0.24787427,-0.215,0,0,0,-0.032874,0
Commission Details,Data,Stocks,USD,ALNA,"2018-11-19, 10:36:17",-100,-1.022989,-1,0,0,0,-0.022989,0
Commission Details,Data,Stocks,USD,ALPN,"2018-11-02, 15:55:47",50,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ALPN,"2018-11-12, 13:56:17",-100,-1.0184,-1,0,0,0,-0.0184,0
Commission Details,Data,Stocks,USD,ALPN,"2018-11-13, 10:09:43",-10,-1.0018595,-1,0,0,0,-0.00186,0
Commission Details,Data,Stocks,USD,ALPN,"2018-11-13, 10:21:36",-23,-0.004232,0,0,0,0,-0.004232,0
Commission Details,Data,Stocks,USD,ASPN,"2018-11-26, 10:46:39",30,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ATOM,"2018-11-26, 12:10:04",7,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,BSGM,"2018-11-26, 11:44:30",253,-1.265,-1.265,0,0,0,0,0
Commission Details,Data,Stocks,USD,BTAI,"2018-11-23, 11:53:21",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,BXG,"2018-11-06, 11:37:04",55,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,BXG,"2018-11-14, 10:08:11",-155,-1.042789625,-1,0,0,0,-0.04279,0
Commission Details,Data,Stocks,USD,BXG,"2018-11-19, 11:03:25",85,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,BXG,"2018-11-23, 09:33:27",-85,-1.023154,-1,0,0,0,-0.023154,0
Commission Details,Data,Stocks,USD,CERC,"2018-11-23, 12:52:09",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,CERC,"2018-11-23, 12:52:19",77,-0.385,-0.385,0,0,0,0,0
Commission Details,Data,Stocks,USD,CRVS,"2018-11-26, 11:51:19",1,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,CUE,"2018-11-05, 09:42:48",10,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,CUE,"2018-11-05, 09:42:59",53,-0.3975,-0.3975,0,0,0,0,0
Commission Details,Data,Stocks,USD,CUE,"2018-11-05, 09:42:59",210,-0.65,-0.65,0,0,0,0,0
Commission Details,Data,Stocks,USD,CUE,"2018-11-08, 09:30:00",-273,-1.42502724,-1.365,0,0,0,-0.060027,0
Commission Details,Data,Stocks,USD,CUE,"2018-11-26, 11:30:25",130,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ETTX,"2018-11-26, 10:28:14",152,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,FTNW,"2018-11-05, 09:34:38",216,-1.62,-1.62,0,0,0,0,0
Commission Details,Data,Stocks,USD,FTNW,"2018-11-13, 10:34:29",-216,-1.12485456,-1.08,0,0,0,-0.044855,0
Commission Details,Data,Stocks,USD,FTNW,"2018-11-20, 13:24:18",180,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ICD,"2018-11-23, 12:56:04",87,-0.435,-0.435,0,0,0,0,0
Commission Details,Data,Stocks,USD,ICD,"2018-11-23, 12:56:04",88,-0.125,-0.125,0,0,0,0,0
Commission Details,Data,Stocks,USD,ICD,"2018-11-23, 12:56:04",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,IMH,"2018-11-26, 12:13:22",64,-0.175,-0.175,0,0,0,0,0
Commission Details,Data,Stocks,USD,IMH,"2018-11-26, 12:13:22",171,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,KEG,"2018-11-26, 11:59:59",10,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,KNSA,"2018-11-13, 11:07:53",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,KNSA,"2018-11-21, 12:03:25",-110,-1.0391875,-1,0,0,0,-0.039188,0
Commission Details,Data,Stocks,USD,LAZY,"2018-11-13, 11:04:11",200,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,LAZY,"2018-11-26, 09:30:01",-200,-1.036514,-1,0,0,0,-0.036514,0
Commission Details,Data,Stocks,USD,LEVB,"2018-11-19, 13:18:28",263,-1.315,-1.315,0,0,0,0,0
Commission Details,Data,Stocks,USD,LEVB,"2018-11-23, 11:47:32",-184,-0.3461052,-0.315,0,0,0,-0.031105,0
Commission Details,Data,Stocks,USD,LEVB,"2018-11-23, 11:47:32",-79,-1.01335495,-1,0,0,0,-0.013355,0
Commission Details,Data,Stocks,USD,LQDA,"2018-11-13, 12:52:27",10,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,LQDA,"2018-11-19, 10:35:40",-100,-1.040214,-1,0,0,0,-0.040214,0
Commission Details,Data,Stocks,USD,LQDA,"2018-11-19, 10:35:50",-3,-0.001180532,0,0,0,0,-0.001181,0
Commission Details,Data,Stocks,USD,MBIO,"2018-11-26, 12:02:03",259,-1.295,-1.295,0,0,0,0,0
Commission Details,Data,Stocks,USD,MGEN,"2018-11-26, 10:18:48",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,MGEN,"2018-11-26, 10:20:57",102,-0.47,-0.47,0,0,0,0,0
Commission Details,Data,Stocks,USD,MGTA,"2018-11-13, 12:48:38",264,-1.32,-1.32,0,0,0,0,0
Commission Details,Data,Stocks,USD,MGTA,"2018-11-19, 15:53:48",-18,-1.0039321,-1,0,0,0,-0.003932,0
Commission Details,Data,Stocks,USD,MGTA,"2018-11-19, 15:54:04",-246,-0.3737387,-0.32,0,0,0,-0.053739,0
Commission Details,Data,Stocks,USD,MGTA,"2018-11-26, 09:52:05",115,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,MOTS,"2018-11-20, 12:56:16",100,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,MOTS,"2018-11-23, 09:39:13",-100,-1.01606,-1,0,0,0,-0.01606,0
Commission Details,Data,Stocks,USD,RKDA,"2018-11-23, 12:55:35",46,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,RMED,"2018-11-26, 10:32:21",124,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,ROSE,"2018-11-23, 12:54:58",246,-1.23,-1.23,0,0,0,0,0
Commission Details,Data,Stocks,USD,SBT,"2018-11-26, 09:49:38",47,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,SIC,"2018-11-13, 12:46:32",232,-1.16,-1.16,0,0,0,0,0
Commission Details,Data,Stocks,USD,SIC,"2018-11-23, 12:55:02",-98,-1.0227458,-1,0,0,0,-0.022746,0
Commission Details,Data,Stocks,USD,STRO,"2018-11-26, 10:04:03",2,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,SVVC,"2018-11-20, 13:05:33",79,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,SVVC,"2018-11-23, 09:30:00",-79,-1.02260822,-1,0,0,0,-0.022608,0
Commission Details,Data,Stocks,USD,TBIO,"2018-11-13, 11:04:37",90,-1,-1,0,0,0,0,0
Commission Details,Data,Stocks,USD,TBIO,"2018-11-19, 09:30:00",-90,-1.018432,-1,0,0,0,-0.018432,0
Commission Details,Data,Stocks,USD,UROV,"2018-11-26, 10:03:38",71,-1,-1,0,0,0,0,0
Commission Details,Data,Total,,,,,-63.934046147,-63.3525,0,0,0,-0.581548,0
MTM P&L On Previous  Period's Positions,Header,Asset Category,Currency,Symbol,Description,Date,Price,MTM P&L On Previous  Period's Positions
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ACU,ACME UNITED CORP,,17.8894,5.8756
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ACU,ACME UNITED CORP,2018-11-05,17.75,-4.44
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ACU,ACME UNITED CORP,2018-11-06,18.0288,10.3156
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,AEYE,AUDIOEYE INC,,6,4.8
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,AEYE,AUDIOEYE INC,2018-11-26,6,4.8
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,,8.15375,-19.77
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-05,7.81,-37.6
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-06,7.68,-10.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-07,7.93,20
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-08,8.61,54.4
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-14,7.88,-116.64
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-15,8.54,160.38
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-16,8.61,17.01
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALNA,ALLENA PHARMACEUTICALS INC,2018-11-19,8.17,-106.92
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,,4.890385714,53.21
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-05,4.72,-6.65
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-06,4.7601,5.33
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-07,4.8226,8.32
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-08,4.81,-1.68
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-09,4.8,-1.33
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-12,5.18,50.54
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,ALPN,ALPINE IMMUNE SCIENCES INC,2018-11-13,5.14,-1.32
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BTAI,BIOXCEL THERAPEUTICS INC,,5.09,13.58
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BTAI,BIOXCEL THERAPEUTICS INC,2018-11-26,5.09,13.58
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,,11.78,39.35
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-07,12.46,96.1
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-08,12.5,6.2
MTM P&L On Previous  Period's Positions,Data,Stocks,USD,BXG,BLUEGREEN VACATIONS CORP,2018-11-09,11.85,-100.75
